index,mechanism,action,drugA,drugB
33066,The metabolism,decrease,Gemfibrozil,Glyburide
33067,The metabolism,decrease,Gemfibrozil,Guanfacine
33068,The metabolism,decrease,Gemfibrozil,Haloperidol
33069,The metabolism,decrease,Gemfibrozil,Halothane
33070,The metabolism,decrease,Gemfibrozil,Hexobarbital
33071,The metabolism,decrease,Gemfibrozil,Histamine
33072,The metabolism,decrease,Gemfibrozil,Hydromorphone
33073,The serum concentration,increase,Gemfibrozil,Ibrutinib
33074,The metabolism,decrease,Gemfibrozil,Ibuprofen
33075,The metabolism,decrease,Gemfibrozil,Idarubicin
33076,The metabolism,decrease,Gemfibrozil,Ifosfamide
33077,The serum concentration of the active metabolites,reduce,Gemfibrozil,Imatinib
33078,The metabolism,decrease,Imipramine,Gemfibrozil
33079,The metabolism,decrease,Indomethacin,Gemfibrozil
33080,The metabolism,decrease,Irbesartan,Gemfibrozil
33081,The serum concentration of the active metabolites,increase,Irinotecan,Gemfibrozil
33082,The serum concentration,increase,Gemfibrozil,Isavuconazole
33083,The metabolism,decrease,Gemfibrozil,Isradipine
33084,The metabolism,decrease,Gemfibrozil,Itraconazole
33085,The serum concentration,increase,Gemfibrozil,Ivacaftor
33086,The metabolism,decrease,Gemfibrozil,Ketamine
33087,The metabolism,decrease,Gemfibrozil,Ketobemidone
33088,The metabolism,decrease,Gemfibrozil,Ketoconazole
33089,The metabolism,decrease,Gemfibrozil,Ketoprofen
33090,The metabolism,decrease,Gemfibrozil,Lansoprazole
33091,The metabolism,decrease,Gemfibrozil,Lapatinib
33092,The metabolism,decrease,Gemfibrozil,Leflunomide
33093,The metabolism,decrease,Gemfibrozil,Lesinurad
33094,The metabolism,decrease,Gemfibrozil,Levomilnacipran
33095,The metabolism,decrease,Gemfibrozil,Lidocaine
33096,The risk or severity of adverse effects,increase,Gemfibrozil,Lisuride
33097,The metabolism,decrease,Gemfibrozil,Loratadine
33098,The metabolism,decrease,Gemfibrozil,Lorcaserin
33099,The metabolism,decrease,Gemfibrozil,Lornoxicam
33100,The serum concentration,increase,Gemfibrozil,Lorpiprazole
33101,The metabolism,decrease,Gemfibrozil,Losartan
33102,The metabolism,increase,Gemfibrozil,Lumacaftor
33103,The metabolism,decrease,Gemfibrozil,Lumiracoxib
33104,The metabolism,decrease,Gemfibrozil,Macitentan
33105,The metabolism,decrease,Gemfibrozil,Mefenamicacid
33106,The metabolism,decrease,Gemfibrozil,Melatonin
33107,The metabolism,decrease,Gemfibrozil,Meloxicam
33108,The metabolism,decrease,Gemfibrozil,Meprobamate
33109,The metabolism,decrease,Gemfibrozil,Mestranol
33110,The metabolism,decrease,Gemfibrozil,Methadone
33111,The metabolism,decrease,Gemfibrozil,Methoxyflurane
33112,The metabolism,decrease,Gemfibrozil,Methsuximide
33113,The risk or severity of adverse effects,increase,Gemfibrozil,Methylergometrine
33114,The metabolism,decrease,Gemfibrozil,Methylphenobarbital
33115,The metabolism,decrease,Gemfibrozil,Metoprolol
33116,The metabolism,decrease,Gemfibrozil,Metronidazole
33117,The serum concentration,increase,Gemfibrozil,Mifepristone
33118,The metabolism,decrease,Gemfibrozil,Mirtazapine
33119,The serum concentration,decrease,Gemfibrozil,Mitotane
33120,The metabolism,decrease,Gemfibrozil,Moclobemide
33121,The serum concentration,increase,Gemfibrozil,Montelukast
33122,The metabolism,decrease,Gemfibrozil,Nabiximols
33123,The metabolism,decrease,Gemfibrozil,Naproxen
33124,The metabolism,decrease,Gemfibrozil,Nateglinide
33125,The metabolism,decrease,Gemfibrozil,Nefazodone
33126,The serum concentration,increase,Gemfibrozil,Netupitant
33127,The serum concentration,decrease,Gestodene,Griseofulvin
33128,The therapeutic efficacy,decrease,Gestodene,Hexobarbital
33129,The serum concentration,increase,Gestodene,Ibrutinib
33130,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Gestodene,Lamotrigine
33131,The serum concentration,decrease,Gestodene,Lumacaftor
33132,The therapeutic efficacy,decrease,Gestodene,Methylphenobarbital
33133,The therapeutic efficacy,decrease,Gestodene,Mifepristone
33134,The serum concentration,decrease,Gestodene,Mycophenolicacid
33135,the hypoglycemic activities,increase,Gliclazide,Glimepiride
33136,the hypoglycemic activities,increase,Gliclazide,Glipizide
33137,the hypoglycemic activities,increase,Gliclazide,Glyburide
33138,The therapeutic efficacy,decrease,Gliclazide,Hydrocortisone
33139,The therapeutic efficacy,decrease,Gliclazide,Hydroxyprogesteronecaproate
33140,The therapeutic efficacy,decrease,Gliclazide,Iloperidone
33141,The therapeutic efficacy,decrease,Gliclazide,Indapamide
33142,The metabolism,decrease,Gliclazide,Irbesartan
33143,The metabolism,decrease,Gliclazide,Isoniazid
33144,The metabolism,decrease,Gliclazide,Ketoconazole
33145,the hypoglycemic activities,increase,Gliclazide,Labetalol
33146,The metabolism,decrease,Gliclazide,Leflunomide
33147,the hypoglycemic activities,increase,Gliclazide,Levofloxacin
33148,the hypoglycemic activities,increase,Gliclazide,Levomilnacipran
33149,The therapeutic efficacy,decrease,Gliclazide,Levonorgestrel
33150,the hypoglycemic activities,increase,Gliclazide,Linagliptin
33151,the hypoglycemic activities,increase,Gliclazide,Lipoicacid
33152,The metabolism,decrease,Gliclazide,Lobeglitazone
33153,The metabolism,decrease,Gliclazide,Losartan
33154,The metabolism,decrease,Gliclazide,Lovastatin
33155,The serum concentration,decrease,Gliclazide,Lumacaftor
33156,The therapeutic efficacy,decrease,Gliclazide,Lurasidone
33157,The therapeutic efficacy,decrease,Gliclazide,Medroxyprogesteroneacetate
33158,The therapeutic efficacy,decrease,Gliclazide,Mestranol
33159,The therapeutic efficacy,decrease,Gliclazide,Methotrimeprazine
33160,The therapeutic efficacy,decrease,Gliclazide,Methylprednisolone
33161,the hypoglycemic activities,increase,Gliclazide,Methyltestosterone
33162,the hypoglycemic activities,increase,Gliclazide,Metoprolol
33163,the hypoglycemic activities,increase,Gliclazide,Miconazole
33164,The metabolism,decrease,Gliclazide,Midostaurin
33165,The serum concentration,increase,Gliclazide,Mifepristone
33166,the hypoglycemic activities,increase,Gliclazide,Miglitol
33167,the hypoglycemic activities,increase,Gliclazide,Minaprine
33168,the hypoglycemic activities,increase,Gliclazide,Mitiglinide
33169,The metabolism,decrease,Gliclazide,Moclobemide
33170,The metabolism,decrease,Gliclazide,Modafinil
33171,the hypoglycemic activities,increase,Gliclazide,Nandrolonedecanoate
33172,the hypoglycemic activities,increase,Gliclazide,Nateglinide
33173,the hypoglycemic activities,increase,Gliclazide,Nebivolol
33174,the hypoglycemic activities,increase,Gliclazide,Nefazodone
33175,The therapeutic efficacy,decrease,Gliclazide,Niacin
33176,The metabolism,decrease,Gliclazide,Nicardipine
33177,the hypoglycemic activities,increase,Glimepiride,Glipizide
33178,the hypoglycemic activities,increase,Glimepiride,Glyburide
33179,The therapeutic efficacy,decrease,Glimepiride,Hydrocortisone
33180,The therapeutic efficacy,decrease,Glimepiride,Hydroxyprogesteronecaproate
33181,The therapeutic efficacy,decrease,Glimepiride,Iloperidone
33182,The therapeutic efficacy,decrease,Glimepiride,Indapamide
33183,The metabolism,decrease,Glimepiride,Irbesartan
33184,The metabolism,decrease,Glimepiride,Ketoconazole
33185,the hypoglycemic activities,increase,Glimepiride,Labetalol
33186,The risk or severity of adverse effects,increase,Glimepiride,Leflunomide
33187,the hypoglycemic activities,increase,Glimepiride,Levofloxacin
33188,the hypoglycemic activities,increase,Glimepiride,Levomilnacipran
33189,The therapeutic efficacy,decrease,Glimepiride,Levonorgestrel
33190,the hypoglycemic activities,increase,Glimepiride,Linagliptin
33191,the hypoglycemic activities,increase,Glimepiride,Lipoicacid
33192,The metabolism,decrease,Glimepiride,Lobeglitazone
33193,The metabolism,decrease,Glimepiride,Losartan
33194,The metabolism,decrease,Glimepiride,Lovastatin
33195,The serum concentration,decrease,Glimepiride,Lumacaftor
33196,The therapeutic efficacy,decrease,Glimepiride,Lurasidone
33197,The therapeutic efficacy,decrease,Glimepiride,Medroxyprogesteroneacetate
33198,The therapeutic efficacy,decrease,Glimepiride,Mestranol
33199,The therapeutic efficacy,decrease,Glimepiride,Methotrimeprazine
33200,The therapeutic efficacy,decrease,Glimepiride,Methylprednisolone
33201,the hypoglycemic activities,increase,Glimepiride,Methyltestosterone
33202,the hypoglycemic activities,increase,Glimepiride,Metoprolol
33203,the hypoglycemic activities,increase,Glimepiride,Miconazole
33204,The metabolism,decrease,Glimepiride,Midostaurin
33205,The serum concentration,increase,Glimepiride,Mifepristone
33206,the hypoglycemic activities,increase,Glimepiride,Miglitol
33207,the hypoglycemic activities,increase,Glimepiride,Minaprine
33208,the hypoglycemic activities,increase,Glimepiride,Mitiglinide
33209,the hypoglycemic activities,increase,Glimepiride,Moclobemide
33210,the hypoglycemic activities,increase,Glimepiride,Nandrolonedecanoate
33211,the hypoglycemic activities,increase,Glimepiride,Nateglinide
33212,the hypoglycemic activities,increase,Glimepiride,Nebivolol
33213,the hypoglycemic activities,increase,Glimepiride,Nefazodone
33214,The therapeutic efficacy,decrease,Glimepiride,Niacin
33215,The metabolism,decrease,Glimepiride,Nicardipine
33216,the hypoglycemic activities,increase,Glipizide,Glyburide
33217,The therapeutic efficacy,decrease,Glipizide,Hydrocortisone
33218,The therapeutic efficacy,decrease,Glipizide,Hydroxyprogesteronecaproate
33219,The therapeutic efficacy,decrease,Glipizide,Iloperidone
33220,The metabolism,decrease,Glipizide,Imatinib
33221,The therapeutic efficacy,decrease,Glipizide,Indapamide
33222,The metabolism,decrease,Glipizide,Irbesartan
33223,The serum concentration,increase,Glipizide,Isavuconazole
33224,The metabolism,decrease,Glipizide,Isradipine
33225,The metabolism,decrease,Glipizide,Itraconazole
33226,The serum concentration,increase,Glipizide,Ivacaftor
33227,The metabolism,decrease,Glipizide,Ketoconazole
33228,the hypoglycemic activities,increase,Glipizide,Labetalol
33229,The metabolism,decrease,Glipizide,Leflunomide
33230,the hypoglycemic activities,increase,Glipizide,Levofloxacin
33231,the hypoglycemic activities,increase,Glipizide,Levomilnacipran
33232,The therapeutic efficacy,decrease,Glipizide,Levonorgestrel
33233,the hypoglycemic activities,increase,Glipizide,Linagliptin
33234,the hypoglycemic activities,increase,Glipizide,Lipoicacid
33235,The metabolism,decrease,Glipizide,Lobeglitazone
33236,The serum concentration,increase,Glipizide,Lorpiprazole
33237,The metabolism,decrease,Glipizide,Losartan
33238,The metabolism,decrease,Glipizide,Lovastatin
33239,The serum concentration,decrease,Glipizide,Lumacaftor
33240,The therapeutic efficacy,decrease,Glipizide,Lurasidone
33241,The therapeutic efficacy,decrease,Glipizide,Medroxyprogesteroneacetate
33242,The therapeutic efficacy,decrease,Glipizide,Mestranol
33243,The therapeutic efficacy,decrease,Glipizide,Methotrimeprazine
33244,The therapeutic efficacy,decrease,Glipizide,Methylprednisolone
33245,the hypoglycemic activities,increase,Glipizide,Methyltestosterone
33246,the hypoglycemic activities,increase,Glipizide,Metoprolol
33247,the hypoglycemic activities,increase,Glipizide,Miconazole
33248,The metabolism,decrease,Glipizide,Midostaurin
33249,The serum concentration,increase,Glipizide,Mifepristone
33250,the hypoglycemic activities,increase,Glipizide,Miglitol
33251,the hypoglycemic activities,increase,Glipizide,Minaprine
33252,the hypoglycemic activities,increase,Glipizide,Mitiglinide
33253,The serum concentration,decrease,Glipizide,Mitotane
33254,the hypoglycemic activities,increase,Glipizide,Moclobemide
33255,the hypoglycemic activities,increase,Glipizide,Nandrolonedecanoate
33256,the hypoglycemic activities,increase,Glipizide,Nateglinide
33257,the hypoglycemic activities,increase,Glipizide,Nebivolol
33258,The metabolism,decrease,Glipizide,Nefazodone
33259,The serum concentration,increase,Glipizide,Netupitant
33260,The therapeutic efficacy,decrease,Glipizide,Niacin
33261,The metabolism,decrease,Glipizide,Nicardipine
33262,The metabolism,decrease,Glucosamine,Isoniazid
33263,The metabolism,decrease,Glucosamine,Ketoconazole
33264,The metabolism,decrease,Glucosamine,Lobeglitazone
33265,The serum concentration,decrease,Glucosamine,Lumacaftor
33266,The metabolism,decrease,Glucosamine,Moclobemide
33267,The metabolism,decrease,Glucosamine,Modafinil
33268,The metabolism,decrease,Glucosamine,Nicardipine
33269,The risk or severity of adverse effects,increase,Glutethimide,Guanfacine
33270,The risk or severity of adverse effects,increase,Glutethimide,Haloperidol
33271,The risk or severity of adverse effects,increase,Glutethimide,Halothane
33272,The risk or severity of adverse effects,increase,Glutethimide,Hexobarbital
33273,the central nervous system depressant ( CNS depressant ) activities,increase,Glutethimide,Hydrocodone
33274,The risk or severity of adverse effects,increase,Glutethimide,Hydromorphone
33275,the central nervous system depressant ( CNS depressant ) activities,increase,Glutethimide,Hydroxyzine
33276,The risk or severity of adverse effects,increase,Glutethimide,Iloperidone
33277,The risk or severity of adverse effects,increase,Glutethimide,Imipramine
33278,The risk or severity of adverse effects,increase,Glutethimide,Isoflurane
33279,The risk or severity of adverse effects,increase,Glutethimide,Ketamine
33280,The risk or severity of adverse effects,increase,Glutethimide,Ketazolam
33281,The risk or severity of adverse effects,increase,Glutethimide,Ketobemidone
33282,The risk or severity of adverse effects,increase,Glutethimide,Lamotrigine
33283,The risk or severity of adverse effects,increase,Glutethimide,Levobupivacaine
33284,The risk or severity of adverse effects,increase,Glutethimide,Levocetirizine
33285,The risk or severity of adverse effects,increase,Glutethimide,Levodopa
33286,The risk or severity of adverse effects,increase,Glutethimide,Levomethadylacetate
33287,The risk or severity of adverse effects,increase,Glutethimide,Levomilnacipran
33288,The risk or severity of adverse effects,increase,Glutethimide,Lidocaine
33289,The risk or severity of adverse effects,increase,Glutethimide,Loratadine
33290,The risk or severity of adverse effects,increase,Glutethimide,Lorazepam
33291,The risk or severity of adverse effects,increase,Glutethimide,Lurasidone
33292,The risk or severity of adverse effects,increase,Glutethimide,Maprotiline
33293,The risk or severity of adverse effects,increase,Glutethimide,Meclizine
33294,The risk or severity of adverse effects,increase,Glutethimide,Melatonin
33295,The risk or severity of adverse effects,increase,Glutethimide,Melperone
33296,The risk or severity of adverse effects,increase,Glutethimide,Meprobamate
